id;name;newPrice;avgPrice;bestPrice;worstPrice;percentPrice;percentDiscountPrice;umbral
150;Batman: Knightfall Omnibus Vol. 1 (libro en Inglés);58520.0;66077.5;58520.0;70230.0;88.5626726193;11;70.0;https://www.buscalibre.cl/libro-batman-knightfall-omnibus-vol-1-libro-en-ingles/9781401270421/p/48384057
151;Absolute Justice League the World's Greatest Superheroes by Alex Ross &Paul Dini: The World's Greatest Superheroes by Alex Ross and Paul (libro en Inglés);49210.0;55571.25;49210.0;59050.0;88.5529837821;11;70.0;https://www.buscalibre.cl/libro-absolute-justice-league-the-world-s-greatest-superheroes-by-alex-ross-paul-dini-the-world-s-greatest-superheroes-by-alex-ross-and-paul-libro-en-ingles/9781401273705/p/48387420
152;The Absolute Sandman, Vol. 1 (libro en Inglés);62230.0;70244.375;62230.0;74670.0;88.5907234565;11;70.0;https://www.buscalibre.cl/libro-the-absolute-sandman-vol-1-libro-en-ingles/9781401210823/p/1829942
153;Batman by Grant Morrison Omnibus Vol. 2 (libro en Inglés);45220.0;51074.375;45220.0;54270.0;88.5375494071;11;70.0;https://www.buscalibre.cl/libro-batman-by-grant-morrison-omnibus-vol-2-libro-en-ingles/9781401288839/p/51917227
154;Viaje al Centro de la Tierra;0.0;1.0;0.0;0.0;0.0;100;70.0;https://www.buscalibre.cl/libro-viaje-al-centro-de-la-tierra/9788467050660/p/49017526
155;the complete book of origami,step-by-step instructions in over 1000 diagrams/37 original models;14460.0;16350.625;14460.0;17350.0;88.4369863537;11;70.0;https://www.buscalibre.cl/libro-the-complete-book-of-origamistep-by-step-instructions-in-over-1000-diagrams-37-original-models/9780486258379/p/1533937
156;origami under the sea;13790.0;15515.0;0.0;16530.0;88.8817273606;11;70.0;https://www.buscalibre.cl/libro-origami-under-the-sea/9780486477848/p/4700344
157;origami insects and their kin,step-by-step instructions in over 1500 diagrams;12470.0;14106.25;12470.0;14960.0;88.4005316792;11;70.0;https://www.buscalibre.cl/libro-origami-insects-and-their-kinstep-by-step-instructions-in-over-1500-diagrams/9780486286020/p/1554710
158;mythological creatures and the chinese zodiac origami;13790.0;15598.75;13790.0;16550.0;88.4045195929;11;70.0;https://www.buscalibre.cl/libro-mythological-creatures-and-the-chinese-zodiac-origami/9780486479514/p/3840614
159;DC Superhéroes Origami;12260.0;13518.125;12260.0;14190.0;90.6930509963;9;70.0;https://www.buscalibre.cl/libro-dc-superheroes-origami/9788415094197/p/47483223
160;Favorite Animals in Origami (Dover Origami Papercraft) (libro en Inglés);6500.0;7811.875;6500.0;8590.0;83.2066565325;16;70.0;https://www.buscalibre.cl/libro-favorite-animals-in-origami-dover-origami-papercraft-libro-en-ingles/9780486291369/p/1561170
161;Invincible: The Ultimate Collection Volume 12 (libro en Inglés);35110.0;41177.5;0.0;42130.0;85.2650112319;14;70.0;https://www.buscalibre.cl/libro-invincible-the-ultimate-collection-volume-12-libro-en-ingles/9781534306585/p/50575680
162;Saga Book Three (libro en Inglés);37240.0;42061.875;37240.0;44680.0;88.5362338222;11;70.0;https://www.buscalibre.cl/libro-saga-book-three-libro-en-ingles/9781534312210/p/51759124
163;Invincible: The Ultimate Collection Volume 5 (libro en Inglés);27080.0;30591.875;27080.0;32500.0;88.5202361738;11;70.0;https://www.buscalibre.cl/libro-invincible-the-ultimate-collection-volume-5-libro-en-ingles/9781607061168/p/2642837
164;Teenage Mutant Ninja Turtles: The idw Collection Volume 2 (libro en Inglés);33180.0;37486.875;33180.0;39820.0;88.5109788426;11;70.0;https://www.buscalibre.cl/libro-teenage-mutant-ninja-turtles-the-idw-collection-volume-2-libro-en-ingles/9781631405396/p/48410562
165;Tales From the dc Dark Multiverse (libro en Inglés);24890.0;27710.0;0.0;29870.0;89.8231685312;10;70.0;https://www.buscalibre.cl/libro-tales-from-the-dc-dark-multiverse-libro-en-ingles/9781779501370/p/52043526
166;The Batman who Laughs (libro en Inglés);22130.0;22515.0;13280.0;26550.0;98.2900288696;1;70.0;https://www.buscalibre.cl/libro-the-batman-who-laughs-libro-en-ingles/9781401294038/p/51976582
167;Dceased (libro en Inglés);22130.0;25015.625;22130.0;26550.0;88.4647095565;11;70.0;https://www.buscalibre.cl/libro-dceased-libro-en-ingles/9781401294403/p/52040987
168;Vinland Saga 3 (libro en Inglés);14930.0;16885.0;14930.0;17920.0;88.4216760438;11;70.0;https://www.buscalibre.cl/libro-vinland-saga-3-libro-en-ingles/9781612624228/p/40448457
169;Vinland Saga Vol. 10 (libro en Inglés);18260.0;20649.375;18260.0;21910.0;88.4288265383;11;70.0;https://www.buscalibre.cl/libro-vinland-saga-vol-10-libro-en-ingles/9781632366306/p/50587378
170;Death Note (All-In-One Edition) (libro en Inglés);32060.0;36228.75;32060.0;38480.0;88.4932546665;11;70.0;https://www.buscalibre.cl/libro-death-note-all-in-one-edition-libro-en-ingles/9781421597713/p/49250127
171;Berserk Deluxe Volume 1 (libro en Inglés);37240.0;42271.25;37240.0;47960.0;88.0977023391;11;70.0;https://www.buscalibre.cl/libro-berserk-deluxe-volume-1-libro-en-ingles/9781506711980/p/51598673
172;Mobile Suit Gundam: The Origin Vol. 1: Activation (libro en Inglés);23490.0;26568.125;23490.0;28190.0;88.4142181656;11;70.0;https://www.buscalibre.cl/libro-mobile-suit-gundam-the-origin-vol-1-activation-libro-en-ingles/9781935654872/p/25893428
173;Vinland Saga 2 (libro en Inglés);14930.0;16885.0;14930.0;17920.0;88.4216760438;11;70.0;https://www.buscalibre.cl/libro-vinland-saga-2-libro-en-ingles/9781612624211/p/40448460
174;Chicos 2015 (el Arte de Tejer);13570.0;15138.75;13570.0;15900.0;89.6375196103;10;70.0;https://www.buscalibre.cl/libro-chicos-2015-el-arte-de-tejer/9789871278985/p/47255619
175;El Bosque S / N, Camino A Ensenada, Puerto Varas;250000000.0;250000000.0;250000000.0;250000000.0;100.0;0;95.0;https://www.portalinmobiliario.com/venta/casa/puerto-varas-los-lagos/3947336-el-bosque-sn-uda
176;Buenas Noches, Punpun 01;14220.0;15176.6667;14220.0;16440.0;93.6964636642;6;70.0;https://www.buscalibre.cl/libro-buenas-noches-punpun-01/9788467920574/p/46890820
